customer_id,customer_name,gender,age,city,state,loyalty_tier,joining_date,email,phone
C0073,Customer 73,Other,65,Kolkata,West Bengal,Silver,2024-12-08,customer73@example.com,9270937380
C0074,Customer 74,Female,20,Mumbai,Maharashtra,Platinum,2025-03-09,customer74@example.com,9314289692
C0075,Customer 75,Female,37,Ahmedabad,Gujarat,Silver,2025-03-08,customer75@example.com,9125409494
C0076,Customer 76,Female,39,Hyderabad,Telangana,Gold,2026-01-16,customer76@example.com,9930353157
C0077,Customer 77,Female,59,Pune,Maharashtra,Platinum,2022-08-16,customer77@example.com,9675757257
C0078,Customer 78,Male,25,Chennai,Tamil Nadu,Gold,2025-06-07,customer78@example.com,9723403479
C0079,Customer 79,Male,24,Pune,Maharashtra,Platinum,2024-06-30,customer79@example.com,9882269302
C0080,Customer 80,Female,56,Chennai,Tamil Nadu,Bronze,2024-04-10,customer80@example.com,9719106699
C0081,Customer 81,Female,20,Hyderabad,Telangana,Platinum,2026-06-04,customer81@example.com,9658260221
C0082,Customer 82,Female,45,Hyderabad,Telangana,Bronze,2022-09-16,customer82@example.com,9454549587
C0083,Customer 83,Other,25,Chennai,Tamil Nadu,Gold,2023-08-04,customer83@example.com,9432091877
C0084,Customer 84,Female,43,Kolkata,West Bengal,Gold,2023-04-29,customer84@example.com,9236674237
C0085,Customer 85,Female,60,Hyderabad,Telangana,Platinum,2022-08-20,customer85@example.com,9903303363
C0086,Customer 86,Other,54,Bengaluru,Karnataka,Gold,2024-02-27,customer86@example.com,9688343096
C0087,Customer 87,Female,36,Delhi,Delhi,Silver,2024-01-09,customer87@example.com,9943702118
C0088,Customer 88,Female,46,Chennai,Tamil Nadu,Platinum,2022-08-24,customer88@example.com,9329460134
C0089,Customer 89,Other,28,Ahmedabad,Gujarat,Bronze,2024-11-03,customer89@example.com,9653462378
C0090,Customer 90,Male,33,Chennai,Tamil Nadu,Gold,2025-03-04,customer90@example.com,9966040317
C0091,Customer 91,Male,19,Hyderabad,Telangana,Bronze,2025-01-22,customer91@example.com,9610173760
C0092,Customer 92,Female,44,Mumbai,Maharashtra,Silver,2022-07-12,customer92@example.com,9512293741
C0093,Customer 93,Female,33,Ahmedabad,Gujarat,Silver,2022-10-03,customer93@example.com,9838328947
C0094,Customer 94,Male,45,Delhi,Delhi,Silver,2025-06-12,customer94@example.com,9963406382
C0095,Customer 95,Male,53,Ahmedabad,Gujarat,Silver,2025-10-02,customer95@example.com,9590122159
C0096,Customer 96,Female,60,Bengaluru,Karnataka,Gold,2023-12-14,customer96@example.com,9757830420
C0097,Customer 97,Other,46,Kolkata,West Bengal,Silver,2023-10-09,customer97@example.com,9583258726
C0098,Customer 98,Male,58,Pune,Maharashtra,Gold,2023-07-06,customer98@example.com,9620332086
C0099,Customer 99,Female,46,Hyderabad,Telangana,Bronze,2022-06-07,customer99@example.com,9406798268
C0100,Customer 100,Female,39,Hyderabad,Telangana,Gold,2023-05-28,customer100@example.com,9186519602
C0101,Customer 101,Male,32,Bengaluru,Karnataka,Platinum,2022-07-17,customer101@example.com,9264073400
C0102,Customer 102,Male,44,Hyderabad,Telangana,Platinum,2024-07-30,customer102@example.com,9682624278
C0103,Customer 103,Female,21,Ahmedabad,Gujarat,Silver,2024-01-29,customer103@example.com,9518197538
C0104,Customer 104,Other,42,Delhi,Delhi,Platinum,2026-05-26,customer104@example.com,9477698143
C0105,Customer 105,Female,44,Pune,Maharashtra,Silver,2023-09-12,customer105@example.com,9335602191
C0106,Customer 106,Female,49,Pune,Maharashtra,Bronze,2024-04-02,customer106@example.com,9460916347
C0107,Customer 107,Other,28,Kolkata,West Bengal,Platinum,2025-09-19,customer107@example.com,9768143326
C0108,Customer 108,Female,55,Delhi,Delhi,Bronze,2025-12-18,customer108@example.com,9790147183
C0109,Customer 109,Male,47,Kolkata,West Bengal,Silver,2026-02-25,customer109@example.com,9379340713
C0110,Customer 110,Female,31,Kolkata,West Bengal,Platinum,2024-08-07,customer110@example.com,9462388455
C0111,Customer 111,Female,44,Kolkata,West Bengal,Gold,2025-12-22,customer111@example.com,9604988121
C0112,Customer 112,Other,52,Delhi,Delhi,Bronze,2024-06-21,customer112@example.com,9340756713
C0113,Customer 113,Other,20,Mumbai,Maharashtra,Bronze,2025-01-17,customer113@example.com,9314061901
C0114,Customer 114,Other,27,Delhi,Delhi,Silver,2025-09-22,customer114@example.com,9608482316
C0115,Customer 115,Other,31,Mumbai,Maharashtra,Platinum,2022-07-06,customer115@example.com,9375139575
C0116,Customer 116,Male,56,Chennai,Tamil Nadu,Bronze,2025-07-07,customer116@example.com,9433975497
C0117,Customer 117,Other,19,Mumbai,Maharashtra,Gold,2023-03-16,customer117@example.com,9827296111
C0118,Customer 118,Female,63,Kolkata,West Bengal,Silver,2026-01-03,customer118@example.com,9735760237
C0119,Customer 119,Male,62,Hyderabad,Telangana,Gold,2022-08-06,customer119@example.com,9744687060
C0120,Customer 120,Other,20,Mumbai,Maharashtra,Gold,2023-06-12,customer120@example.com,9559967386
C0121,Customer 121,Male,50,Chennai,Tamil Nadu,Gold,2026-05-13,customer121@example.com,9551034639
C0122,Customer 122,Male,45,Ahmedabad,Gujarat,Gold,2022-11-14,customer122@example.com,9989817696
C0123,Customer 123,Other,27,Ahmedabad,Gujarat,Platinum,2025-06-12,customer123@example.com,9887906704
C0124,Customer 124,Other,52,Pune,Maharashtra,Platinum,2023-10-29,customer124@example.com,9567694547
C0125,Customer 125,Female,33,Pune,Maharashtra,Bronze,2024-11-13,customer125@example.com,9584044963
C0126,Customer 126,Female,54,Hyderabad,Telangana,Platinum,2024-07-19,customer126@example.com,9130816384
C0127,Customer 127,Female,29,Ahmedabad,Gujarat,Platinum,2025-03-30,customer127@example.com,9480990401
C0128,Customer 128,Female,35,Pune,Maharashtra,Gold,2023-04-26,customer128@example.com,9110899674
C0129,Customer 129,Male,33,Hyderabad,Telangana,Platinum,2023-09-11,customer129@example.com,9696115913
C0130,Customer 130,Other,48,Hyderabad,Telangana,Platinum,2023-12-03,customer130@example.com,9951405188
C0131,Customer 131,Male,36,Delhi,Delhi,Silver,2024-03-01,customer131@example.com,9842800803
C0132,Customer 132,Female,60,Hyderabad,Telangana,Gold,2023-10-12,customer132@example.com,9694287057
C0133,Customer 133,Female,65,Chennai,Tamil Nadu,Gold,2024-06-17,customer133@example.com,9854684750
C0134,Customer 134,Female,37,Ahmedabad,Gujarat,Gold,2025-02-20,customer134@example.com,9229553265
C0135,Customer 135,Female,25,Hyderabad,Telangana,Silver,2025-05-11,customer135@example.com,9332341238
C0136,Customer 136,Female,64,Ahmedabad,Gujarat,Gold,2025-11-14,customer136@example.com,9994027897
C0137,Customer 137,Female,32,Hyderabad,Telangana,Gold,2025-06-05,customer137@example.com,9424557359
C0138,Customer 138,Other,52,Delhi,Delhi,Silver,2024-11-23,customer138@example.com,9148872110
C0139,Customer 139,Other,36,Delhi,Delhi,Silver,2022-11-09,customer139@example.com,9908304440
C0140,Customer 140,Male,18,Ahmedabad,Gujarat,Gold,2023-10-20,customer140@example.com,9614015466
C0141,Customer 141,Female,29,Ahmedabad,Gujarat,Bronze,2025-01-06,customer141@example.com,9612957813
C0142,Customer 142,Male,43,Mumbai,Maharashtra,Platinum,2026-01-07,customer142@example.com,9719571745
C0143,Customer 143,Male,27,Delhi,Delhi,Gold,2025-12-15,customer143@example.com,9366493008
C0144,Customer 144,Other,44,Mumbai,Maharashtra,Silver,2023-07-03,customer144@example.com,9508427798
C0145,Customer 145,Female,37,Ahmedabad,Gujarat,Platinum,2024-09-20,customer145@example.com,9710561240
C0146,Customer 146,Other,65,Delhi,Delhi,Bronze,2025-04-08,customer146@example.com,9771641650
C0147,Customer 147,Female,60,Hyderabad,Telangana,Bronze,2025-07-21,customer147@example.com,9357553274
C0148,Customer 148,Other,22,Bengaluru,Karnataka,Silver,2026-06-02,customer148@example.com,9538642403
C0149,Customer 149,Other,56,Ahmedabad,Gujarat,Platinum,2024-10-19,customer149@example.com,9135046782
C0150,Customer 150,Female,63,Hyderabad,Telangana,Gold,2022-06-29,customer150@example.com,9587512424
C0151,Customer 151,Other,32,Mumbai,Maharashtra,Gold,2022-12-05,customer151@example.com,9733281747
C0152,Customer 152,Female,25,Hyderabad,Telangana,Silver,2022-10-20,customer152@example.com,9259976144
C0153,Customer 153,Male,22,Pune,Maharashtra,Bronze,2025-07-03,customer153@example.com,9951078441
C0154,Customer 154,Other,65,Pune,Maharashtra,Gold,2023-12-21,customer154@example.com,9233523720
C0155,Customer 155,Other,37,Ahmedabad,Gujarat,Platinum,2024-11-27,customer155@example.com,9637377910
C0156,Customer 156,Female,23,Ahmedabad,Gujarat,Bronze,2024-01-05,customer156@example.com,9888699799
C0157,Customer 157,Other,34,Chennai,Tamil Nadu,Bronze,2025-12-02,customer157@example.com,9345805719
C0158,Customer 158,Other,35,Delhi,Delhi,Bronze,2025-06-14,customer158@example.com,9605196410
C0159,Customer 159,Female,29,Ahmedabad,Gujarat,Platinum,2022-11-15,customer159@example.com,9974288855
C0160,Customer 160,Male,48,Ahmedabad,Gujarat,Gold,2024-02-22,customer160@example.com,9457887167
C0161,Customer 161,Other,24,Chennai,Tamil Nadu,Silver,2024-08-01,customer161@example.com,9542000551
C0162,Customer 162,Female,60,Ahmedabad,Gujarat,Platinum,2023-05-08,customer162@example.com,9139403247
C0163,Customer 163,Male,38,Ahmedabad,Gujarat,Gold,2024-08-14,customer163@example.com,9224469868
C0164,Customer 164,Other,18,Kolkata,West Bengal,Platinum,2024-02-12,customer164@example.com,9158201193
C0165,Customer 165,Other,41,Hyderabad,Telangana,Platinum,2022-12-05,customer165@example.com,9574637858
C0166,Customer 166,Male,35,Delhi,Delhi,Silver,2024-10-26,customer166@example.com,9570423569
C0167,Customer 167,Male,19,Ahmedabad,Gujarat,Silver,2022-06-15,customer167@example.com,9270057261
C0168,Customer 168,Other,18,Pune,Maharashtra,Platinum,2025-11-29,customer168@example.com,9341270488
C0169,Customer 169,Female,25,Mumbai,Maharashtra,Silver,2023-08-22,customer169@example.com,9869446962
C0170,Customer 170,Other,63,Pune,Maharashtra,Gold,2024-02-08,customer170@example.com,9996278008
C0171,Customer 171,Female,33,Ahmedabad,Gujarat,Platinum,2023-05-06,customer171@example.com,9255308128
C0172,Customer 172,Male,56,Kolkata,West Bengal,Silver,2026-01-16,customer172@example.com,9396618390
C0173,Customer 173,Female,50,Kolkata,West Bengal,Gold,2026-06-02,customer173@example.com,9403696046
C0174,Customer 174,Other,55,Pune,Maharashtra,Platinum,2025-08-07,customer174@example.com,9579476614
C0175,Customer 175,Female,39,Ahmedabad,Gujarat,Platinum,2023-11-18,customer175@example.com,9445505799
C0176,Customer 176,Other,33,Hyderabad,Telangana,Platinum,2025-02-14,customer176@example.com,9932734539
C0177,Customer 177,Male,38,Kolkata,West Bengal,Platinum,2022-06-24,customer177@example.com,9971243675
C0178,Customer 178,Female,60,Kolkata,West Bengal,Silver,2023-08-28,customer178@example.com,9139749508
C0179,Customer 179,Other,55,Bengaluru,Karnataka,Gold,2025-11-14,customer179@example.com,9572775194
C0180,Customer 180,Other,47,Mumbai,Maharashtra,Bronze,2025-08-16,customer180@example.com,9540211187
C0181,Customer 181,Male,48,Bengaluru,Karnataka,Gold,2024-07-14,customer181@example.com,9769219685
C0182,Customer 182,Other,23,Kolkata,West Bengal,Gold,2022-08-26,customer182@example.com,9672972597
C0183,Customer 183,Female,58,Kolkata,West Bengal,Platinum,2023-05-26,customer183@example.com,9138546365
C0184,Customer 184,Male,58,Mumbai,Maharashtra,Gold,2025-02-27,customer184@example.com,9901834280
C0185,Customer 185,Female,24,Mumbai,Maharashtra,Bronze,2023-12-12,customer185@example.com,9278632824
C0186,Customer 186,Male,20,Pune,Maharashtra,Gold,2026-02-13,customer186@example.com,9415001254
C0187,Customer 187,Female,45,Chennai,Tamil Nadu,Silver,2025-01-23,customer187@example.com,9670335494
C0188,Customer 188,Other,61,Kolkata,West Bengal,Silver,2025-06-24,customer188@example.com,9287979290
C0189,Customer 189,Other,42,Mumbai,Maharashtra,Silver,2023-08-23,customer189@example.com,9726160204
C0190,Customer 190,Male,47,Bengaluru,Karnataka,Gold,2023-11-09,customer190@example.com,9374154962
C0191,Customer 191,Female,36,Delhi,Delhi,Silver,2026-01-07,customer191@example.com,9574303740
C0192,Customer 192,Other,37,Chennai,Tamil Nadu,Platinum,2022-07-25,customer192@example.com,9368540924
C0193,Customer 193,Female,30,Ahmedabad,Gujarat,Platinum,2023-09-22,customer193@example.com,9214518079
C0194,Customer 194,Female,54,Hyderabad,Telangana,Gold,2023-03-18,customer194@example.com,9417690559
C0195,Customer 195,Male,60,Pune,Maharashtra,Platinum,2024-11-22,customer195@example.com,9108695125
C0196,Customer 196,Other,65,Delhi,Delhi,Platinum,2024-10-29,customer196@example.com,9932945529
C0197,Customer 197,Other,40,Hyderabad,Telangana,Silver,2022-11-12,customer197@example.com,9304152670
C0198,Customer 198,Other,64,Pune,Maharashtra,Silver,2022-11-29,customer198@example.com,9204328975
C0199,Customer 199,Female,46,Delhi,Delhi,Bronze,2023-03-09,customer199@example.com,9491766764
C0200,Customer 200,Male,36,Bengaluru,Karnataka,Gold,2024-02-08,customer200@example.com,9288592093
C0201,Customer 201,Male,52,Hyderabad,Telangana,Gold,2023-06-16,customer201@example.com,9638798023
C0202,Customer 202,Male,34,Pune,Maharashtra,Platinum,2024-10-11,customer202@example.com,9901611993
C0203,Customer 203,Male,47,Chennai,Tamil Nadu,Bronze,2025-08-23,customer203@example.com,9909763993
C0204,Customer 204,Other,64,Hyderabad,Telangana,Platinum,2023-04-23,customer204@example.com,9492747974
C0205,Customer 205,Female,18,Mumbai,Maharashtra,Gold,2023-06-05,customer205@example.com,9232702394
C0206,Customer 206,Female,61,Ahmedabad,Gujarat,Gold,2023-02-26,customer206@example.com,9509123009
C0207,Customer 207,Male,61,Chennai,Tamil Nadu,Silver,2023-10-16,customer207@example.com,9126870011
C0208,Customer 208,Other,32,Chennai,Tamil Nadu,Bronze,2022-11-14,customer208@example.com,9984607950
C0209,Customer 209,Other,37,Ahmedabad,Gujarat,Platinum,2025-10-12,customer209@example.com,9250084428
C0210,Customer 210,Male,37,Delhi,Delhi,Platinum,2025-10-13,customer210@example.com,9204359116
C0211,Customer 211,Other,26,Hyderabad,Telangana,Platinum,2023-11-21,customer211@example.com,9498370582
C0212,Customer 212,Other,65,Kolkata,West Bengal,Silver,2024-02-09,customer212@example.com,9803217037
C0213,Customer 213,Female,57,Mumbai,Maharashtra,Platinum,2024-11-12,customer213@example.com,9135128844
C0214,Customer 214,Male,46,Chennai,Tamil Nadu,Platinum,2025-02-09,customer214@example.com,9489431174
C0215,Customer 215,Other,41,Mumbai,Maharashtra,Gold,2026-02-03,customer215@example.com,9527499187
C0216,Customer 216,Male,25,Pune,Maharashtra,Platinum,2025-12-02,customer216@example.com,9811642514
C0217,Customer 217,Other,58,Hyderabad,Telangana,Bronze,2026-02-24,customer217@example.com,9944814262
C0218,Customer 218,Male,26,Chennai,Tamil Nadu,Silver,2026-01-18,customer218@example.com,9991010113
C0219,Customer 219,Other,31,Hyderabad,Telangana,Silver,2024-08-04,customer219@example.com,9931471931
C0220,Customer 220,Other,18,Bengaluru,Karnataka,Gold,2025-08-15,customer220@example.com,9239577989
C0221,Customer 221,Male,25,Pune,Maharashtra,Bronze,2025-09-11,customer221@example.com,9115956152
C0222,Customer 222,Male,55,Chennai,Tamil Nadu,Gold,2026-05-06,customer222@example.com,9287095435
C0223,Customer 223,Male,26,Pune,Maharashtra,Platinum,2023-06-26,customer223@example.com,9222030010
C0224,Customer 224,Female,46,Mumbai,Maharashtra,Gold,2023-07-22,customer224@example.com,9737444033
C0225,Customer 225,Female,50,Mumbai,Maharashtra,Silver,2022-12-26,customer225@example.com,9146562851
C0226,Customer 226,Female,59,Pune,Maharashtra,Bronze,2026-02-03,customer226@example.com,9614302907
C0227,Customer 227,Female,61,Kolkata,West Bengal,Bronze,2023-09-07,customer227@example.com,9864935082
C0228,Customer 228,Male,23,Ahmedabad,Gujarat,Gold,2023-01-09,customer228@example.com,9259272239
C0229,Customer 229,Male,35,Mumbai,Maharashtra,Gold,2024-04-18,customer229@example.com,9741444618
C0230,Customer 230,Female,50,Pune,Maharashtra,Platinum,2025-11-16,customer230@example.com,9951580447
C0231,Customer 231,Other,59,Mumbai,Maharashtra,Silver,2024-01-09,customer231@example.com,9584853393
C0232,Customer 232,Female,39,Hyderabad,Telangana,Platinum,2024-03-13,customer232@example.com,9546665485
C0233,Customer 233,Female,45,Mumbai,Maharashtra,Gold,2022-09-14,customer233@example.com,9373685835
C0234,Customer 234,Male,61,Chennai,Tamil Nadu,Platinum,2026-01-21,customer234@example.com,9197951867
C0235,Customer 235,Male,45,Mumbai,Maharashtra,Bronze,2024-05-05,customer235@example.com,9971630639
C0236,Customer 236,Other,21,Bengaluru,Karnataka,Gold,2022-09-04,customer236@example.com,9231244840
C0237,Customer 237,Female,60,Kolkata,West Bengal,Platinum,2026-02-22,customer237@example.com,9408839723
C0238,Customer 238,Female,24,Pune,Maharashtra,Silver,2025-07-26,customer238@example.com,9805165232
C0239,Customer 239,Male,24,Ahmedabad,Gujarat,Gold,2023-04-25,customer239@example.com,9494665673
C0240,Customer 240,Female,54,Mumbai,Maharashtra,Silver,2024-01-11,customer240@example.com,9702332331
C0241,Customer 241,Other,60,Delhi,Delhi,Gold,2026-04-09,customer241@example.com,9293720285
C0242,Customer 242,Other,37,Pune,Maharashtra,Gold,2024-06-19,customer242@example.com,9106556040
C0243,Customer 243,Male,54,Bengaluru,Karnataka,Platinum,2026-01-16,customer243@example.com,9252336745
C0244,Customer 244,Male,65,Delhi,Delhi,Silver,2024-04-28,customer244@example.com,9550791704
C0245,Customer 245,Female,28,Ahmedabad,Gujarat,Gold,2024-09-07,customer245@example.com,9874807770
C0246,Customer 246,Other,56,Chennai,Tamil Nadu,Bronze,2026-02-20,customer246@example.com,9267052653
C0247,Customer 247,Other,21,Bengaluru,Karnataka,Bronze,2024-11-27,customer247@example.com,9575788930
C0248,Customer 248,Female,56,Kolkata,West Bengal,Platinum,2024-02-10,customer248@example.com,9393310667
C0249,Customer 249,Other,25,Hyderabad,Telangana,Gold,2024-01-09,customer249@example.com,9219066986
C0250,Customer 250,Other,61,Pune,Maharashtra,Platinum,2023-06-24,customer250@example.com,9816328133
C0251,Customer 251,Male,32,Pune,Maharashtra,Platinum,2023-01-27,customer251@example.com,9158821683
C0252,Customer 252,Male,37,Delhi,Delhi,Silver,2025-08-30,customer252@example.com,9920511515
C0253,Customer 253,Female,38,Pune,Maharashtra,Bronze,2026-05-23,customer253@example.com,9634063428
C0254,Customer 254,Male,26,Kolkata,West Bengal,Platinum,2023-06-13,customer254@example.com,9855561271
C0255,Customer 255,Other,53,Hyderabad,Telangana,Gold,2026-01-11,customer255@example.com,9526351920
C0256,Customer 256,Female,19,Delhi,Delhi,Platinum,2025-12-30,customer256@example.com,9436146289
C0257,Customer 257,Other,43,Kolkata,West Bengal,Platinum,2024-10-23,customer257@example.com,9223666470
C0258,Customer 258,Male,38,Kolkata,West Bengal,Silver,2022-12-20,customer258@example.com,9594025283
C0259,Customer 259,Male,45,Chennai,Tamil Nadu,Bronze,2025-01-25,customer259@example.com,9567804106
C0260,Customer 260,Other,23,Kolkata,West Bengal,Platinum,2024-09-10,customer260@example.com,9900801837
C0261,Customer 261,Male,39,Chennai,Tamil Nadu,Silver,2026-01-02,customer261@example.com,9648127255
C0262,Customer 262,Other,50,Mumbai,Maharashtra,Silver,2024-06-22,customer262@example.com,9476990466
C0263,Customer 263,Male,24,Bengaluru,Karnataka,Silver,2024-12-30,customer263@example.com,9311818984
C0264,Customer 264,Other,27,Bengaluru,Karnataka,Bronze,2025-06-10,customer264@example.com,9929839316
C0265,Customer 265,Female,54,Ahmedabad,Gujarat,Platinum,2022-08-13,customer265@example.com,9706118438
C0266,Customer 266,Other,38,Chennai,Tamil Nadu,Silver,2023-12-20,customer266@example.com,9173321814
C0267,Customer 267,Female,58,Ahmedabad,Gujarat,Gold,2024-11-22,customer267@example.com,9735032128
C0268,Customer 268,Female,50,Delhi,Delhi,Bronze,2024-09-10,customer268@example.com,9595792218
